Id,SalePrice
294,234812.78735651396
1776,192323.1643607524
540,168743.39876629785
1717,217369.10498544265
2303,140347.3715764674
116,194063.40640992846
127,151817.51472010277
1371,127673.22228080314
1014,175936.1077012156
1507,111194.18982378929
702,123223.83677090163
750,145201.24051540322
261,154866.11831199907
1559,80052.27314171818
577,234228.65564752038
2812,200403.2389232862
2080,165240.96864335722
1368,104372.53109982918
2376,115273.73828882677
659,118096.8343873194
1235,132756.59881891537
332,67857.77094551717
1917,147436.11521921208
2094,249877.50727391045
1460,251042.49664544128
1471,225114.8343110482
1509,120689.01305120089
1922,140798.6115265746
433,437678.28011472354
460,249117.95053263672
1116,234748.00043112208
1137,168565.01341322146
53,163594.76752190554
2354,264430.41734070797
1475,194916.60147893179
1761,483730.9894167467
842,134517.1360892948
2739,217117.47453570238
2509,151454.360606172
1007,204326.4173208063
2610,185657.56020863913
1952,89328.40147519833
2719,154412.1891130277
2921,74687.68621191458
1966,144572.36450887943
292,109159.26974342507
1204,183629.06652880932
1829,281319.0974954095
2419,192127.91070506035
391,143505.6324887941
798,113206.91185204778
481,205405.13978393516
193,198420.3906899091
555,125435.97261261533
899,60316.07862176397
2357,175223.4286314916
328,126473.7599991386
1356,125223.65312595922
1154,101947.86090667441
1730,180511.45768861962
2249,151138.46060947469
1119,280808.35370625753
2856,152176.34737796406
1394,129993.1657398573
2587,98586.61060952873
61,305422.55411968235
2661,168797.04652276356
2711,130349.53280532139
1147,175850.326722791
757,110635.62323408597
2623,97793.47511392843
2378,129981.64681569708
1413,155464.4229304822
1722,214553.48728157242
1112,219926.6876705276
1623,201111.73731877026
1201,190915.06213729637
1513,110075.80145105661
957,714963.3696027924
1171,251214.3215804565
1145,197236.0545339504
2726,252716.4928110367
703,130953.67050919333
760,107675.838989651
1964,143188.26491024462
2512,181386.77464841586
159,134723.49490466574
1281,162659.80099096004
468,202155.70381713263
290,121273.26705441577
665,112853.97395036265
1463,250711.14216309623
1792,209208.70053605956
923,164644.90148296743
500,280289.7771694919
1408,208003.2392527759
331,78609.79581314482
170,124303.12833386846
2192,93359.03286243591
2571,321677.7091515927
2314,184545.97755619307
2647,88066.703166069
422,396887.00319724384
2457,338331.0933314539
1838,189195.56653458002
2805,252378.16631811333
1645,158862.5839012257
1711,288490.638587361
2825,245291.3644903046
322,306597.1372270809
2103,255386.17604866187
342,125218.89915798721
600,116414.83389726584
488,166091.8692874243
1725,284566.40867428994
2246,303509.3815489219
2847,148639.9067006305
806,233102.16989827954
530,233839.82893879968
963,204994.39267495478
2678,93816.64041365037
171,82525.70903869573
2401,412889.8763841608
805,220148.1198151536
2259,267852.77510836534
1748,188840.8770031497
1361,154944.86385038
1677,99974.08748837688
1406,165144.04309842497
2322,257450.34885678854
688,140308.93568604597
143,145225.91361353255
804,198935.11133297137
1214,163338.36797255755
2828,137323.1623951589
1999,196901.0229486717
2467,197196.71412073163
2665,159494.24210797204
1538,318676.66525069595
398,110533.12342445063
2822,143267.2509062437
2157,147052.93412233522
1856,210072.14648343262
1269,83337.78195021051
2570,113096.67041779048
2320,225959.8644473735
1517,150956.61221943737
2304,136521.07744405867
1312,81760.7613957728
2012,134946.12629647925
506,288524.02884530457
2865,228076.1266730287
2367,92307.97848062858
554,89182.30753826001
238,141742.63296958047
1954,105616.60647827713
2488,113077.5425277024
2291,64332.42264750734
1969,106083.99058541114
2725,177068.66382480017
1482,153712.88990346837
2763,206942.69859258493
503,268983.4167790515
1584,256584.4463783403
1531,139994.57999902853
2210,168120.79053452378
459,307093.6159232637
556,124219.3393759582
1347,128866.06069512945
1290,58723.41277505702
1388,94854.95733030577
1571,544086.6172752464
2754,198198.64484314498
765,130917.0516418512
2494,132015.03763432376
2870,238329.60937272478
7,213444.80808095576
1114,227401.6052815232
2418,269812.67005335825
291,147167.25163182308
18,318062.14688208856
39,361304.34377393575
1001,232370.59527304926
2442,228382.30193069292
616,126542.15574173292
2680,79370.55358903098
1414,127670.09716258419
289,155510.4787674474
40,257704.21323976124
860,134807.52304602694
409,140868.03171958926
673,157193.024186849
2427,171673.60743856645
2036,225511.14027126227
2564,133828.14318434626
642,153029.4417178902
1008,190109.20357294835
1908,140432.0593735797
2519,202100.89035252837
1369,92605.31902799458
2855,176694.94973317452
712,104300.2646648538
1943,116875.75195060181
1958,125107.32934148505
107,168670.61840680672
2295,253651.47741431638
704,104963.75766828767
676,132248.0035643113
259,178527.3570269121
93,287224.7560482056
106,237683.3327163611
2315,177438.7108962204
1050,95029.22921500896
1095,218942.33240714035
2709,161349.44569749583
758,136567.72176056646
1496,165731.24494291324
2370,109609.74439424893
2458,280757.5711392251
2733,140003.9558668838
161,252881.869309609
726,141369.9540669314
845,213765.30214081815
947,264010.6363069601
2232,121739.99327705387
2563,141791.49867387617
2299,190836.28083155013
211,76884.59615667822
605,143419.7041983378
1478,197828.69341048627
2247,283744.90905160026
2274,262136.99313039798
2869,239913.74408494728
967,214801.79634621582
2656,112395.43329940148
667,190468.8614470063
1042,104496.00745990535
2023,160733.3632156559
2447,360350.26636049344
2055,130673.87053989305
2275,279566.6408212652
2204,177474.6624755417
1563,279050.3349785756
483,225840.6136322599
796,136687.17116541258
1526,160106.67316400015
2042,118802.81514183874
442,334170.9949848625
1693,302721.8280809357
1468,213911.36467936402
1430,195762.10950754775
2605,147193.9220411206
1529,204233.33301315014
335,172189.68270210747
1287,121604.11519950023
31,84315.59775651235
1785,302490.28058921825
82,142029.89692911773
2620,137273.83920087852
252,181135.90936555486
721,54375.315897010965
2165,189038.3403240103
2316,194644.59796039283
775,128745.93129608128
1558,114038.18047261593
17,229981.03251026408
1022,259805.0705511375
925,131662.53161399113
438,269361.60760971927
1270,131376.84571082768
1272,130338.0769142313
215,142364.67905897676
266,224470.99705133174
2402,279940.2763913287
1250,133573.75652814744
1984,132845.45119243267
1279,132944.2096390311
377,245941.40807008342
1252,109028.64850905427
2156,261336.46110433852
499,335755.33330932044
1374,142512.91231320595
2898,255100.36149625276
401,115520.62923957151
2721,167690.38326642895
2078,245953.64061083848
2589,145145.4765189548
1946,236525.7216248957
1334,112591.3476498503
2781,230512.27065877063
431,368458.98825525615
576,198273.86129775835
1474,207888.8595858664
2254,157969.5936969386
2155,289675.13020003465
885,92531.42621628789
643,128895.78249366739
1944,122549.89103280369
480,202819.98861209414
2845,94475.23718019912
2387,302300.43604475545
2407,209849.1338562427
2527,173872.00681830896
2514,153392.6669231513
629,149850.16466864175
80,206700.11505002843
1876,142488.38702724228
1546,116483.35812984942
2518,187744.2996524109
2347,160058.73138346872
783,244734.90895754076
1322,32728.688939323038
194,84467.44736305764
1770,304043.21136522107
2143,137101.54977798916
1229,217902.9337841769
511,279296.30892828753
46,232679.9838886293
1348,154537.76282372698
2465,199592.50534038804
387,235073.33877830784
873,220184.09437534108
1918,118951.64965703699
2764,237720.43939553679
2184,133548.98567747453
934,136856.51966334286
1920,128714.61942508002
2631,142642.41171220207
1768,513807.85401221906
2040,103169.56023746089
1749,221684.06917625148
834,243230.0492233432
1457,225336.09367331397
79,110679.3169132761
2302,127483.89594894549
1817,143688.6736342716
2755,232992.77913532988
359,177515.74645459163
2059,108605.22659041808
2092,231842.12165168108
2516,228823.11597510747
150,114867.501803578
1656,156055.65732898028
83,90440.88696993282
2411,186044.62494472897
795,76934.13094231079
2312,222274.38535177888
2917,97581.72173128178
1624,182059.00734303019
2215,272766.4963312475
1211,158755.18165141088
1485,164653.29011395172
1024,199039.17032700655
570,212688.66498751205
2874,152958.4496204789
700,123663.85734519374
2756,213675.65280663478
2022,170346.8942418748
583,230699.7202074533
2392,344264.79436015536
2424,180368.8185447572
212,122048.76769537071
736,126405.66160054784
1610,173040.72173916013
890,127627.04407355149
467,196835.22904124437
578,197947.75651832903
1747,208982.30830513028
1149,156126.65105112072
2758,272490.38832179905
857,132608.4693860424
2219,240408.53913317376
733,120077.92372032697
2909,115817.84931414662
1798,248752.11962855468
235,158923.22124968335
2366,111729.91586152196
1027,131577.22079620452
1195,142163.31345412636
1303,41447.64932878455
148,185669.1167430012
608,171363.20913285628
2515,207798.70152289455
821,253644.26068819407
2500,274636.12037689454
745,98918.78647022496
741,132225.70838802715
1611,184388.70491913497
2532,138030.0731486918
1081,226984.135830043
1692,401520.39663241344
2520,184115.5849503756
276,111966.88927031076
1992,128847.97230339586
663,38309.003851753834
418,121226.98638024979
1733,190811.24925639865
2359,148415.73072378337
253,182904.788851207
1518,182209.5510549834
2035,143643.12128636253
2919,69162.5369024318
1540,239637.79825670004
2120,155119.18076529028
1674,167243.28173917864
256,137705.651919443
2361,94884.82963930751
978,60610.20772890805
2280,151737.9379166494
2095,232037.63201767253
1709,319650.2903008544
2801,253234.77591507486
1246,108059.62679931946
2373,76386.58951080125
1055,300086.3895854253
2017,123903.39658879465
1099,284098.3378017431
1344,66455.39403614204
835,235970.44164312648
1117,222533.2092546253
2043,85060.90538196679
2085,127832.73431903962
410,143321.22316041205
2650,110960.20323405904
2867,180052.6635659723
1668,114775.5772503221
1161,167523.44477860932
2122,189243.72058466327
2539,156401.82197524427
1047,144465.88669419521
1445,140005.5914597126
541,131941.2109248559
569,227614.10741260689
1276,100443.70272041694
918,155921.58389099536
326,167566.77967663732
1936,134656.7668787432
895,90586.06329353608
257,145312.04871613928
1241,188422.09644765564
1545,118704.74917213956
1189,190637.7377066427
270,147656.5020228165
2066,181920.03651680687
693,104889.72597064194
1259,149863.86177436227
2916,162889.70577270893
2321,274535.9353800193
1977,100332.71783521946
1895,153153.6336266874
1240,164647.5255540611
85,155398.86630996107
1823,116765.67182049784
825,297146.4533551311
110,234896.94563796587
697,125997.2697828057
2297,119981.36319433484
1231,124056.32041994203
1355,128615.04570254439
968,335139.8983592858
584,221314.41859792772
1315,133590.80933758605
1606,149570.44701195892
206,98260.49012822914
1685,349220.38641919655
2016,138954.32743353932
869,206928.88855080766
2135,126240.96186511795
2346,199906.59941806778
2430,233724.98626112426
2198,106236.62976027082
2652,124854.47007845913
27,118159.28600291634
241,169115.57644998492
906,127560.250161022
1506,123141.2691707476
2098,339493.9211142961
1435,226692.73843512125
2213,147655.04180503695
1274,125297.3747298388
743,18393.275500019605
1737,203063.3196819162
2797,272183.917922066
2185,49578.06865790044
58,165892.8941052552
830,206701.13149279
808,100356.87421253772
680,137887.78682841343
1153,103699.86167036311
1291,132713.35262848507
1818,132964.49850370956
2161,186154.63186281623
1883,117739.72276948573
350,320405.709925722
2473,152036.000192123
295,185691.9336443845
293,175241.45475887205
859,127769.31227355875
288,61576.68983817822
1578,153573.70966970688
102,199701.74205921125
2831,133101.30799089477
1030,149719.138423989
2551,147117.9529745956
1286,134502.71964036324
958,305041.090903658
776,130276.14564910752
72,244333.63847864763
2263,247316.29003421316
1866,148417.9232930246
2876,60973.64484452759
2146,237681.56321544648
103,171986.7887248816
1500,124217.77588513121
492,199957.9791325697
167,156035.92293981614
2597,116861.65298081527
2685,115598.34290581988
1035,158316.32930491696
1220,60658.99701238272
2602,149741.25467584026
2159,207406.4937068115
695,138920.6933767168
1109,278365.2044258857
640,213540.34288177552
1652,149356.32416613097
2090,201630.4218883057
1188,178988.08750801272
2345,237231.5889381694
1059,376980.9620627395
2751,233878.9003591672
128,199867.8117445846
1523,184268.3481958456
2925,213205.94657420064
2145,303782.6349070436
1121,218718.7353059557
566,238439.80469826126
565,259644.95100161614
1331,143277.6625030801
2928,127968.99158948357
156,136035.19012331555
797,130488.32650402933
327,92712.43729618803
2859,168624.81050684443
1453,121322.84415951022
1762,347242.80259887886
1868,209984.6383491166
1760,176772.59213185322
1113,218589.92155641288
1812,198101.12638015643
117,156893.92063634557
1142,206254.08229953132
2342,348391.60608930886
927,155045.49459616427
2478,175558.26407323213
655,69541.20003852295
2064,121469.97527404083
369,272968.27775333606
2239,115773.10412486165
2732,201141.3743120677
1653,174169.0584808553
959,216856.7388152164
2395,324027.73348527367
1412,108181.07956370892
271,265689.7588971997
1484,156887.1687611965
1497,162137.93730142986
552,152954.57364463824
2,121154.59242570418
1855,307934.10895255976
4,267573.61299023085
2292,157936.88089805306
134,141455.94978588138
646,95874.76229279756
42,291138.61250229605
532,235287.31119308848
713,74026.4504825446
2561,138002.62535379076
2360,154446.91314846912
1333,113577.98260737385
1407,273809.887432577
2892,314093.13968629966
574,211059.24524050753
1227,186698.17460795766
2591,224107.62932093255
1476,213756.12051478535
1125,256601.65003473166
1446,139725.9197297895
408,115949.36258854973
1101,296945.89284205117
2251,203241.9282004343
373,197687.8437209502
2554,126552.6347297884
2382,270709.2324480726
1985,94920.19656694197
519,252508.05021409306
1093,190883.5240032685
864,246999.89447884756
2889,139504.83627221402
2308,203958.7323541647
986,171759.98606295744
1302,148520.08650669653
585,155942.02245815907
2708,156398.53706016106
147,139979.22196137748
1441,233871.30475960538
383,174984.12187079247
285,154025.2837314959
181,109843.08927132632
358,195244.31130613253
780,172219.95612449333
258,188262.70675692178
1865,217463.86121201253
692,111962.88431642228
2902,319169.1509962335
508,243511.5600191488
2638,155526.27378017583
36,128707.56648374785
611,167197.2207743494
2281,163108.95791499247
1678,99454.50206293236
1696,419743.3548840972
1557,73556.12092404073
2180,156348.3431786073
1726,220857.1911711535
951,150227.19400518882
267,223249.157480972
2706,127174.9576175295
2221,268548.444595405
1357,175775.75048435072
2901,310553.41039038845
347,163543.5513350609
2164,199819.65646699036
1586,307625.5347265792
360,138153.27163652383
1769,254992.17427553516
2617,166041.90313564078
1879,127601.54165474465
991,234046.99040930357
1535,115794.92171517236
1191,125857.7266855961
1579,223263.8866127769
1882,151043.70994184824
1510,123959.42363544262
2196,182645.24632942432
1845,182536.55475333554
2336,339341.5580638642
942,86936.66845316626
861,136336.85430609505
2555,104751.1933640188
1392,174256.38995871093
2099,257990.3595600876
1543,106531.63713246351
948,273204.77712853166
1239,175999.66660969186
22,185949.78066529083
2796,240811.3382305294
2747,189028.07557799877
92,302681.06055824994
210,165106.7577377475
1858,205473.25022553443
2228,144995.5751761769
447,233781.56595416227
827,253104.51255132532
1649,214098.47467806173
682,136707.7817578289
2698,118382.04610718071
494,162026.4329330527
214,84923.60790974053
2441,242390.40532655315
2679,111928.52557415806
1336,113189.11681668495
465,177767.2045977367
1524,146434.53347322682
2543,105172.98683324584
631,150113.57747019507
2452,309076.6388513142
228,178650.81706392817
126,191360.2851273924
1092,242201.0765757623
1122,207862.43165610253
932,247960.47109636664
1980,82981.63869479147
2171,116692.76133255055
551,153649.86536279193
2768,184324.88669259852
2056,116482.63503829576
1159,352969.8014692716
2645,110487.08378467546
1174,164295.61594811582
2266,219564.17511449516
2462,354321.48266525654
1219,148978.3334114924
2922,189633.6054617103
118,148405.4691561407
474,161908.02644381643
2576,159648.37890548998
872,284245.78571161523
1077,211451.20946312975
1536,156165.006454696
1150,132207.37766523083
2341,300879.6210003136
1931,149939.81892408675
2785,127104.95826012245
2538,128642.1207846041
597,212273.2369185969
464,188313.57057530613
233,259228.1166970242
2169,132732.64327138837
2123,172602.70706282812
1867,183358.93423766684
137,254445.5572213824
515,239255.55796961708
933,99109.16649917373
2784,171151.45684070897
972,165855.4612978825
599,167949.96048790374
2614,119683.72115554614
2582,126740.11007012427
1409,189064.6553127776
175,90943.91051322932
352,209074.91065698833
976,83694.63709904219
2134,191927.55507812294
984,115001.44917707978
2396,328353.2572345329
1673,138422.9668012099
404,116993.99858302076
607,174841.57720324676
814,137599.13336792728
868,189649.69210445904
2271,186199.09706122836
1633,221271.6480582668
337,156653.29860074166
2765,240797.44096878724
1746,278734.87247332174
368,301470.015383473
2806,212155.86267993646
1662,187651.7486438459
1234,228043.53873854422
1373,123249.17168839119
1672,108841.22600426082
1939,116026.66400759044
